BoxNumber,Barcode,BoxRow,BoxColumn,dateAdded,PlateNumber,PCRPlateLayout,AliquotePlateNumber,AliquotePlatePosition
IM-23-090-03,IM-23-090-IGGC,40,1,8/29/2023,,,,
IM-23-090-01,IM-23-090-KQJY,40,1,1/24/2023,,,,
IM-23-090-04,IM-23-090-OVSQ,40,1,8/29/2023,,,,
IM-23-090-02,IM-23-090-UNUH,40,1,2/21/2023,,,,
IM-23-093-01,IM-23-093-OKJI,40,1,1/18/2023,,,,
IM-23-093-02,IM-23-093-XIQT,40,2,1/30/2023,,,,
IM-23-096-03,IM-23-096-ANVN,40,1,10/16/2023,,,,
IM-23-096-02,IM-23-096-FSXV,40,1,1/26/2023,,,,
IM-23-096-01,IM-23-096-PDYN,40,1,1/19/2023,,,,
IM-23-096-04,IM-23-096-ROUR,40,1,10/24/2023,,,,
IM-23-110-04,IM-23-110-TUML,40,1,8/28/2023,,,,
IM-23-110-03,IM-23-110-TYXI,40,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-VHNU,40,1,1/27/2023,,,,
IM-23-112-04,IM-23-112-GOXJ,40,1,9/18/2023,,,,
IM-23-112-03,IM-23-112-UDGP,40,1,9/18/2023,,,,
IM-23-115-01,IM-23-115-FCPL,40,1,3/3/2023,,,,
IM-23-115-04,IM-23-115-IXQY,40,1,9/11/2023,,,,
IM-23-115-02,IM-23-115-RMSV,40,1,2/22/2023,,,,
IM-23-115-03,IM-23-115-VHQJ,40,1,9/4/2023,,,,
IM-23-120-01,IM-23-120-BIFM,40,1,6/14/2023,,,,
IM-23-120-02,IM-23-120-TLQG,40,1,5/7/2024,,,,
IM-23-121-02,IM-23-121-OLFW,40,1,11/8/2023,,,,
IM-23-121-01,IM-23-121-ZPXC,40,1,6/15/2023,,,,
IM-23-122-01,IM-23-122-UZUG,40,1,10/24/2023,,,,
IM-23-123-01,IM-23-123-LZYH,40,1,1/19/2023,,,,
IM-23-123-02,IM-23-123-NPDW,40,1,2/22/2023,,,,
IM-24-011-01,IM-24-011-MUKL,40,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-XWZN,40,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-HNHX,40,1,4/9/2024,,,,
IM-24-019-02,IM-24-019-AGKF,40,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-RCCM,40,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-JJSX,40,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-MBHD,40,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-PLXD,40,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-VCJT,40,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-DTHX,40,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-OOKQ,40,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-AGGJ,40,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-IUQT,40,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-INAK,40,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-NGWS,40,1,4/30/2024,,,,
IM-24-042-02,IM-24-042-OHGI,40,1,4/29/2024,,,,
IM-24-042-01,IM-24-042-VZRX,40,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-GQLN,40,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-BPXF,40,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-FXIM,40,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-AJHT,40,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-RLVI,40,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-DWLK,40,1,4/8/2024,,,,
IM-24-054-01,IM-24-054-KXNR,40,1,4/9/2024,,,,
IM-24-056-01,IM-24-056-FSPN,40,1,4/9/2024,,,,
IM-24-060-01,IM-24-060-FDUG,40,1,5/7/2024,,,,
IM-24-064-01,IM-24-064-CHTY,40,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-AOVA,40,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-BZRV,40,1,4/9/2024,,,,
IM-24-087-02,IM-24-087-IMGP,40,1,5/7/2024,,,,
IM-24-089-01,IM-24-089-AHQX,40,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-NSFS,40,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-HOHV,40,1,3/13/2024,,,,
IM-24-090-02,IM-24-090-QMAK,40,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-GGXR,40,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-OBVN,40,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-CJGA,40,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-WSWS,40,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-IHGP,40,1,4/5/2024,,,,
IM-24-112-02,IM-24-112-WHHI,40,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-BFHW,40,1,5/2/2024,,,,
IM-24-115-02,IM-24-115-QMDD,40,1,5/7/2024,,,,
IM-23-011-03,IM-23-011-CFTQ,41,1,10/25/2023,,,,
IM-23-011-04,IM-23-011-DILL,41,1,10/25/2023,,,,
IM-23-011-02,IM-23-011-LBSW,41,1,2/25/2023,,,,
IM-23-011-01,IM-23-011-VLJX,41,1,2/10/2023,,,,
IM-23-015-01,IM-23-015-LMBB,41,1,1/24/2023,,,,
IM-23-015-02,IM-23-015-VVDL,41,1,3/6/2023,,,,
IM-23-016-03,IM-23-016-FNZN,41,1,10/23/2023,,,,
IM-23-016-04,IM-23-016-IJVQ,41,1,1/3/2024,,,,
IM-23-016-01,IM-23-016-XISM,41,41,2/21/2023,,,,
IM-23-017-02,IM-23-017-BNAA,41,1,3/10/2023,,,,
IM-23-017-03,IM-23-017-DTVQ,41,1,8/31/2023,,,,
IM-23-017-01,IM-23-017-TCTO,41,1,2/14/2023,,,,
IM-23-017-04,IM-23-017-VARZ,41,1,10/23/2023,,,,
IM-23-019-04,IM-23-019-OMWC,41,1,10/23/2023,,,,
IM-23-019-03,IM-23-019-QQRP,41,1,9/5/2023,,,,
IM-23-019-02,IM-23-019-SJCX,41,1,4/5/2023,,,,
IM-23-019-01,IM-23-019-SQLW,41,1,2/14/2023,,,,
IM-23-030-03,IM-23-030-BDNT,41,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-VSOM,41,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-XCZJ,41,1,10/23/2023,,,,
IM-23-034-04,IM-23-034-BION,41,1,9/18/2023,,,,
IM-23-034-01,IM-23-034-RVAF,41,1,2/14/2023,,,,
IM-23-034-03,IM-23-034-UWXR,41,1,8/31/2023,,,,
IM-23-035-01,IM-23-035-XTGX,41,1,2/22/2023,,,,
IM-23-036-03,IM-23-036-CTMD,41,1,8/30/2023,,,,
IM-23-036-01,IM-23-036-OLIZ,41,1,3/7/2023,,,,
IM-23-036-04,IM-23-036-WCKF,41,1,10/10/2023,,,,
IM-23-040-03,IM-23-040-DMYK,41,1,9/18/2023,,,,
IM-23-040-04,IM-23-040-VWRN,41,1,9/18/2023,,,,
IM-23-041-03,IM-23-041-LIMO,41,1,10/17/2023,,,,
IM-23-041-02,IM-23-041-QKOJ,41,1,4/23/2023,,,,
IM-23-041-04,IM-23-041-VFKI,41,1,10/17/2023,,,,
IM-23-041-01,IM-23-041-ZUXB,41,1,2/28/2023,,,,
IM-23-042-04,IM-23-042-AWXY,41,1,11/6/2023,,,,
IM-23-042-01,IM-23-042-CQNG,41,1,3/3/2023,,,,
IM-23-042-03,IM-23-042-LTOO,41,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-TTIB,41,1,3/14/2023,,,,
IM-23-044-02,IM-23-044-PYQS,41,1,4/5/2023,,,,
IM-23-044-04,IM-23-044-UHSR,41,1,10/10/2023,,,,
IM-23-044-01,IM-23-044-VNGH,41,1,2/28/2023,,,,
IM-23-044-03,IM-23-044-ZQCS,41,1,10/10/2023,,,,
IM-23-045-01,IM-23-045-BYPG,41,1,3/2/2023,,,,
IM-23-045-02,IM-23-045-NVTF,41,1,3/2/2023,,,,
IM-23-045-03,IM-23-045-NWJJ,41,1,10/10/2023,,,,
IM-23-045-04,IM-23-045-RNHT,41,1,10/19/2023,,,,
IM-23-046-02,IM-23-046-GHJR,41,1,3/2/2023,,,,
IM-23-046-01,IM-23-046-KYSG,41,1,3/2/2023,,,,
IM-23-046-04,IM-23-046-PDVR,41,1,11/9/2023,,,,
IM-23-046-03,IM-23-046-QLMR,41,1,9/29/2023,,,,
IM-23-047-03,IM-23-047-CLXJ,41,1,8/25/2023,,,,
IM-23-047-04,IM-23-047-LTJP,41,1,9/19/2023,,,,
IM-23-054-01,IM-23-054-JJGQ,41,1,8/2/2023,,,,
IM-23-054-03,IM-23-054-PMZX,41,1,10/2/2023,,,,
IM-23-054-04,IM-23-054-WZDN,41,1,10/2/2023,,,,
IM-23-056-01,IM-23-056-RLXM,41,1,9/2/2023,,,,
IM-23-056-03,IM-23-056-UZUR,41,1,10/23/2023,,,,
IM-23-060-03,IM-23-060-GMTC,41,1,8/29/2023,,,,
IM-23-060-04,IM-23-060-IFZN,41,1,9/5/2023,,,,
IM-23-060-01,IM-23-060-LADT,41,1,4/5/2023,,,,
IM-23-063-02,IM-23-063-GWNS,41,1,3/6/2023,,,,
IM-23-063-03,IM-23-063-IQAZ,41,1,11/10/2023,,,,
IM-23-063-04,IM-23-063-MLDV,41,1,11/10/2023,,,,
IM-23-063-01,IM-23-063-OPCX,41,1,3/6/2023,,,,
IM-23-064-04,IM-23-064-PHSD,41,1,10/23/2023,,,,
IM-23-064-03,IM-23-064-TBBK,41,1,9/11/2023,,,,
IM-23-064-01,IM-23-064-TSQM,41,1,5/22/2023,,,,
IM-23-071-03,IM-23-071-UJIB,41,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-VNVN,41,1,11/9/2023,,,,
IM-23-089-04,IM-23-089-AZMA,41,1,10/16/2023,,,,
IM-23-089-03,IM-23-089-IXWM,41,1,8/28/2023,,,,
IM-23-089-02,IM-23-089-LJBZ,41,1,2/16/2023,,,,
IM-23-089-01,IM-23-089-LXVJ,41,1,1/21/2023,,,,
IM-23-090-02,IM-23-090-ADPL,41,1,2/21/2023,,,,
IM-23-090-03,IM-23-090-IXBN,41,1,8/29/2023,,,,
IM-23-090-04,IM-23-090-QVUD,41,1,8/29/2023,,,,
IM-23-090-01,IM-23-090-UWRF,41,1,1/24/2023,,,,
IM-23-093-01,IM-23-093-MGQG,41,1,1/18/2023,,,,
IM-23-093-02,IM-23-093-SOJM,41,2,1/30/2023,,,,
IM-23-096-04,IM-23-096-BNLO,41,1,10/24/2023,,,,
IM-23-096-02,IM-23-096-GHFX,41,1,1/26/2023,,,,
IM-23-096-01,IM-23-096-OZRH,41,1,1/19/2023,,,,
IM-23-096-03,IM-23-096-POWZ,41,1,10/16/2023,,,,
IM-23-110-01,IM-23-110-AORU,41,1,1/27/2023,,,,
IM-23-110-03,IM-23-110-GLAY,41,1,8/28/2023,,,,
IM-23-110-04,IM-23-110-QERV,41,1,8/28/2023,,,,
IM-23-112-03,IM-23-112-PIYX,41,1,9/18/2023,,,,
IM-23-112-04,IM-23-112-ZZUQ,41,1,9/18/2023,,,,
IM-23-115-03,IM-23-115-ANYZ,41,1,9/4/2023,,,,
IM-23-115-02,IM-23-115-AWOC,41,1,2/22/2023,,,,
IM-23-115-04,IM-23-115-FGYL,41,1,9/11/2023,,,,
IM-23-115-01,IM-23-115-PQAR,41,1,3/3/2023,,,,
IM-23-120-02,IM-23-120-DTMM,41,1,5/7/2024,,,,
IM-23-120-01,IM-23-120-KKWL,41,1,6/14/2023,,,,
IM-23-121-02,IM-23-121-LILW,41,1,11/8/2023,,,,
IM-23-121-01,IM-23-121-YZLD,41,1,6/15/2023,,,,
IM-23-122-01,IM-23-122-CYMA,41,1,10/24/2023,,,,
IM-23-123-02,IM-23-123-AUCM,41,1,2/22/2023,,,,
IM-23-123-01,IM-23-123-RCXY,41,1,1/19/2023,,,,
IM-24-011-01,IM-24-011-PWTJ,41,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-WAGL,41,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-HPCT,41,1,4/9/2024,,,,
IM-24-019-02,IM-24-019-JQHV,41,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-UCJF,41,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-ITML,41,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-MQDY,41,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-PVQY,41,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-VINH,41,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-ISLH,41,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-QSBX,41,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-BGSL,41,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-JMTW,41,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-GDWL,41,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-NAKK,41,1,4/30/2024,,,,
IM-24-042-01,IM-24-042-NMFN,41,1,4/29/2024,,,,
IM-24-042-02,IM-24-042-RABI,41,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-GTUC,41,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-OFTZ,41,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-QXPM,41,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-DTFD,41,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-RFDO,41,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-FTXS,41,1,4/8/2024,,,,
IM-24-054-01,IM-24-054-IFVD,41,1,4/9/2024,,,,
IM-24-056-01,IM-24-056-FKBU,41,1,4/9/2024,,,,
IM-24-060-01,IM-24-060-FLQQ,41,1,5/7/2024,,,,
IM-24-064-01,IM-24-064-ICPK,41,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-GQSS,41,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-HVLH,41,1,4/9/2024,,,,
IM-24-087-02,IM-24-087-IHTK,41,1,5/7/2024,,,,
IM-24-089-01,IM-24-089-DOFD,41,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-MHQF,41,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-HPBB,41,1,3/13/2024,,,,
IM-24-090-02,IM-24-090-QYXQ,41,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-GPPT,41,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-XPBP,41,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-HCNB,41,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-UMUB,41,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-ILUX,41,1,4/5/2024,,,,
IM-24-112-02,IM-24-112-WUAH,41,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-GOZI,41,1,5/2/2024,,,,
IM-24-115-02,IM-24-115-QTQX,41,1,5/7/2024,,,,
IM-23-011-03,IM-23-011-LSNI,42,1,10/25/2023,,,,
IM-23-011-04,IM-23-011-TJSZ,42,1,10/25/2023,,,,
IM-23-011-01,IM-23-011-UYWX,42,1,2/10/2023,,,,
IM-23-011-02,IM-23-011-WBJP,42,1,2/25/2023,,,,
IM-23-015-01,IM-23-015-VBTI,42,1,1/24/2023,,,,
IM-23-015-02,IM-23-015-YCNA,42,1,3/6/2023,,,,
IM-23-016-01,IM-23-016-MIPC,42,42,2/21/2023,,,,
IM-23-016-04,IM-23-016-VQWG,42,1,1/3/2024,,,,
IM-23-016-03,IM-23-016-ZVKO,42,1,10/23/2023,,,,
IM-23-017-01,IM-23-017-BFII,42,1,2/14/2023,,,,
IM-23-017-02,IM-23-017-UYIM,42,1,3/10/2023,,,,
IM-23-017-04,IM-23-017-YHBN,42,1,10/23/2023,,,,
IM-23-017-03,IM-23-017-ZKGC,42,1,8/31/2023,,,,
IM-23-019-02,IM-23-019-HSWP,42,1,4/5/2023,,,,
IM-23-019-01,IM-23-019-RUTM,42,1,2/14/2023,,,,
IM-23-019-04,IM-23-019-WGPL,42,1,10/23/2023,,,,
IM-23-019-03,IM-23-019-WRGM,42,1,9/5/2023,,,,
IM-23-030-03,IM-23-030-CANH,42,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-FGTN,42,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-FOMH,42,1,10/23/2023,,,,
IM-23-034-04,IM-23-034-ADCL,42,1,9/18/2023,,,,
IM-23-034-01,IM-23-034-DSMD,42,1,2/14/2023,,,,
IM-23-034-03,IM-23-034-SWFM,42,1,8/31/2023,,,,
IM-23-035-01,IM-23-035-CNNW,42,1,2/22/2023,,,,
IM-23-036-04,IM-23-036-BSVH,42,1,10/10/2023,,,,
IM-23-036-03,IM-23-036-ICJU,42,1,8/30/2023,,,,
IM-23-036-01,IM-23-036-YXTN,42,1,3/7/2023,,,,
IM-23-040-04,IM-23-040-CPJG,42,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-KFQG,42,1,9/18/2023,,,,
IM-23-041-04,IM-23-041-KIHV,42,1,10/17/2023,,,,
IM-23-041-03,IM-23-041-LCYJ,42,1,10/17/2023,,,,
IM-23-041-01,IM-23-041-TSYH,42,1,2/28/2023,,,,
IM-23-041-02,IM-23-041-WQDV,42,1,4/23/2023,,,,
IM-23-042-02,IM-23-042-FIBL,42,1,3/14/2023,,,,
IM-23-042-04,IM-23-042-SRCP,42,1,11/6/2023,,,,
IM-23-042-03,IM-23-042-VWXG,42,1,11/6/2023,,,,
IM-23-042-01,IM-23-042-XYZW,42,1,3/3/2023,,,,
IM-23-044-01,IM-23-044-CFBU,42,1,2/28/2023,,,,
IM-23-044-03,IM-23-044-KTKF,42,1,10/10/2023,,,,
IM-23-044-02,IM-23-044-NKUU,42,1,4/5/2023,,,,
IM-23-044-04,IM-23-044-SVHU,42,1,10/10/2023,,,,
IM-23-045-04,IM-23-045-LLAO,42,1,10/19/2023,,,,
IM-23-045-02,IM-23-045-RPXZ,42,1,3/2/2023,,,,
IM-23-045-03,IM-23-045-VIDB,42,1,10/10/2023,,,,
IM-23-045-01,IM-23-045-VNGS,42,1,3/2/2023,,,,
IM-23-046-03,IM-23-046-MRJO,42,1,9/29/2023,,,,
IM-23-046-04,IM-23-046-NVCR,42,1,11/9/2023,,,,
IM-23-046-01,IM-23-046-RJGV,42,1,3/2/2023,,,,
IM-23-046-02,IM-23-046-YNNJ,42,1,3/2/2023,,,,
IM-23-047-04,IM-23-047-DDMK,42,1,9/19/2023,,,,
IM-23-047-03,IM-23-047-DWWB,42,1,8/25/2023,,,,
IM-23-054-03,IM-23-054-CKXC,42,1,10/2/2023,,,,
IM-23-054-01,IM-23-054-KPXL,42,1,8/2/2023,,,,
IM-23-054-04,IM-23-054-MZHG,42,1,10/2/2023,,,,
IM-23-056-01,IM-23-056-OHUN,42,1,9/2/2023,,,,
IM-23-056-03,IM-23-056-WDQP,42,1,10/23/2023,,,,
IM-23-060-03,IM-23-060-AVGK,42,1,8/29/2023,,,,
IM-23-060-01,IM-23-060-POUV,42,1,4/5/2023,,,,
IM-23-060-04,IM-23-060-VQUF,42,1,9/5/2023,,,,
IM-23-063-03,IM-23-063-IMDF,42,1,11/10/2023,,,,
IM-23-063-04,IM-23-063-MJTN,42,1,11/10/2023,,,,
IM-23-063-01,IM-23-063-YNGQ,42,1,3/6/2023,,,,
IM-23-063-02,IM-23-063-YRFT,42,1,3/6/2023,,,,
IM-23-064-03,IM-23-064-BQWW,42,1,9/11/2023,,,,
IM-23-064-04,IM-23-064-HVHZ,42,1,10/23/2023,,,,
IM-23-064-01,IM-23-064-WJFT,42,1,5/22/2023,,,,
IM-23-071-04,IM-23-071-NUJP,42,1,11/9/2023,,,,
IM-23-071-03,IM-23-071-SYMP,42,1,11/8/2023,,,,
IM-23-089-04,IM-23-089-CGFT,42,1,10/16/2023,,,,
IM-23-089-01,IM-23-089-RFRF,42,1,1/21/2023,,,,
IM-23-089-02,IM-23-089-XWXF,42,1,2/16/2023,,,,
IM-23-089-03,IM-23-089-YQLU,42,1,8/28/2023,,,,
IM-23-090-01,IM-23-090-JMHC,42,1,1/24/2023,,,,
IM-23-090-02,IM-23-090-SHBU,42,1,2/21/2023,,,,
IM-23-090-04,IM-23-090-SUIY,42,1,8/29/2023,,,,
IM-23-090-03,IM-23-090-WIFK,42,1,8/29/2023,,,,
IM-23-093-01,IM-23-093-PZXP,42,1,1/18/2023,,,,
IM-23-093-02,IM-23-093-URUP,42,2,1/30/2023,,,,
IM-23-096-04,IM-23-096-HHOD,42,1,10/24/2023,,,,
IM-23-096-01,IM-23-096-HPIX,42,1,1/19/2023,,,,
IM-23-096-03,IM-23-096-HQAZ,42,1,10/16/2023,,,,
IM-23-096-02,IM-23-096-KKFL,42,1,1/26/2023,,,,
IM-23-110-03,IM-23-110-KBJD,42,1,8/28/2023,,,,
IM-23-110-04,IM-23-110-MVDH,42,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-XVHF,42,1,1/27/2023,,,,
IM-23-112-03,IM-23-112-KYRS,42,1,9/18/2023,,,,
IM-23-112-04,IM-23-112-RUFK,42,1,9/18/2023,,,,
IM-23-115-04,IM-23-115-CRHP,42,1,9/11/2023,,,,
IM-23-115-02,IM-23-115-QTRU,42,1,2/22/2023,,,,
IM-23-115-03,IM-23-115-TGLO,42,1,9/4/2023,,,,
IM-23-115-01,IM-23-115-UMQR,42,1,3/3/2023,,,,
IM-23-120-01,IM-23-120-BHTX,42,1,6/14/2023,,,,
IM-23-120-02,IM-23-120-MCBK,42,1,5/7/2024,,,,
IM-23-121-01,IM-23-121-ITJZ,42,1,6/15/2023,,,,
IM-23-121-02,IM-23-121-JSVN,42,1,11/8/2023,,,,
IM-23-122-01,IM-23-122-RSCQ,42,1,10/24/2023,,,,
IM-23-123-02,IM-23-123-HDBD,42,1,2/22/2023,,,,
IM-23-123-01,IM-23-123-JQPA,42,1,1/19/2023,,,,
IM-24-011-01,IM-24-011-PYYF,42,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-WAUY,42,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-HRIM,42,1,4/9/2024,,,,
IM-24-019-02,IM-24-019-ITSW,42,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-TDKF,42,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-KOUP,42,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-NCRX,42,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-PVTF,42,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-VKQM,42,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-IRGI,42,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-QFFL,42,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-BFAP,42,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-IZVR,42,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-GJOX,42,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-NAGJ,42,1,4/30/2024,,,,
IM-24-042-01,IM-24-042-KFST,42,1,4/29/2024,,,,
IM-24-042-02,IM-24-042-SPOR,42,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-GULR,42,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-OUHN,42,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-RRNW,42,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-DCJD,42,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-RSPJ,42,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-FTGY,42,1,4/8/2024,,,,
IM-24-054-01,IM-24-054-IAVC,42,1,4/9/2024,,,,
IM-24-056-01,IM-24-056-FDWP,42,1,4/9/2024,,,,
IM-24-060-01,IM-24-060-FDKV,42,1,5/7/2024,,,,
IM-24-064-01,IM-24-064-HJGI,42,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-GUFN,42,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-HMJJ,42,1,4/9/2024,,,,
IM-24-087-02,IM-24-087-HOXH,42,1,5/7/2024,,,,
IM-24-089-01,IM-24-089-CFHM,42,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-MRUM,42,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-HSNJ,42,1,3/13/2024,,,,
IM-24-090-02,IM-24-090-RDDU,42,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-DNFU,42,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-OXFA,42,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-GXQZ,42,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-VHQI,42,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-IINI,42,1,4/5/2024,,,,
IM-24-112-02,IM-24-112-XOIX,42,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-GLOQ,42,1,5/2/2024,,,,
IM-24-115-02,IM-24-115-QUSY,42,1,5/7/2024,,,,
IM-23-011-04,IM-23-011-QUFO,43,1,10/25/2023,,,,
IM-23-011-01,IM-23-011-UNNA,43,1,2/10/2023,,,,
IM-23-011-02,IM-23-011-VNTR,43,1,2/25/2023,,,,
IM-23-011-03,IM-23-011-ZJJG,43,1,10/25/2023,,,,
IM-23-015-01,IM-23-015-ICOK,43,1,1/24/2023,,,,
IM-23-015-02,IM-23-015-SKXJ,43,1,3/6/2023,,,,
IM-23-016-01,IM-23-016-JYYH,43,43,2/21/2023,,,,
IM-23-016-03,IM-23-016-LGVF,43,1,10/23/2023,,,,
IM-23-016-04,IM-23-016-OPZC,43,1,1/3/2024,,,,
IM-23-017-03,IM-23-017-CPYO,43,1,8/31/2023,,,,
IM-23-017-04,IM-23-017-JKDW,43,1,10/23/2023,,,,
IM-23-017-02,IM-23-017-UZWX,43,1,3/10/2023,,,,
IM-23-017-01,IM-23-017-VVJP,43,1,2/14/2023,,,,
IM-23-019-03,IM-23-019-BUTN,43,1,9/5/2023,,,,
IM-23-019-02,IM-23-019-GCCI,43,1,4/5/2023,,,,
IM-23-019-04,IM-23-019-GMFJ,43,1,10/23/2023,,,,
IM-23-019-01,IM-23-019-XTUO,43,1,2/14/2023,,,,
IM-23-030-04,IM-23-030-AVSG,43,1,10/23/2023,,,,
IM-23-030-03,IM-23-030-CMGO,43,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-DAMG,43,1,2/25/2023,,,,
IM-23-034-04,IM-23-034-ICJP,43,1,9/18/2023,,,,
IM-23-034-03,IM-23-034-JHAX,43,1,8/31/2023,,,,
IM-23-034-01,IM-23-034-KVAK,43,1,2/14/2023,,,,
IM-23-035-01,IM-23-035-CINJ,43,1,2/22/2023,,,,
IM-23-036-03,IM-23-036-LKSS,43,1,8/30/2023,,,,
IM-23-036-01,IM-23-036-QTKG,43,1,3/7/2023,,,,
IM-23-036-04,IM-23-036-USJZ,43,1,10/10/2023,,,,
IM-23-040-04,IM-23-040-OIXV,43,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-ZMCG,43,1,9/18/2023,,,,
IM-23-041-04,IM-23-041-BULS,43,1,10/17/2023,,,,
IM-23-041-02,IM-23-041-CMZI,43,1,4/23/2023,,,,
IM-23-041-01,IM-23-041-CXOG,43,1,2/28/2023,,,,
IM-23-041-03,IM-23-041-WOFY,43,1,10/17/2023,,,,
IM-23-042-04,IM-23-042-KBJA,43,1,11/6/2023,,,,
IM-23-042-01,IM-23-042-PNOY,43,1,3/3/2023,,,,
IM-23-042-03,IM-23-042-YIAW,43,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-ZSZI,43,1,3/14/2023,,,,
IM-23-044-01,IM-23-044-GWXS,43,1,2/28/2023,,,,
