Barcode,BoxNumber,BoxRow,BoxColumn,dateAdded,Round
IM-23-096-ROUR,IM-23-096-04,40,1,10/24/2023,2
IM-23-110-TUML,IM-23-110-04,40,1,8/28/2023,2
IM-23-110-TYXI,IM-23-110-03,40,1,8/28/2023,2
IM-23-110-VHNU,IM-23-110-01,40,1,1/27/2023,1
IM-23-112-GOXJ,IM-23-112-04,40,1,9/18/2023,2
IM-23-112-UDGP,IM-23-112-03,40,1,9/18/2023,2
IM-23-115-FCPL,IM-23-115-01,40,1,03/03/2023,1
IM-23-115-IXQY,IM-23-115-04,40,1,09/11/2023,2
IM-23-115-RMSV,IM-23-115-02,40,1,2/22/2023,1
IM-23-115-VHQJ,IM-23-115-03,40,1,09/04/2023,2
IM-23-120-BIFM,IM-23-120-01,40,1,6/14/2023,1
IM-23-120-TLQG,IM-23-120-02,40,1,05/07/2024,1
IM-23-121-OLFW,IM-23-121-02,40,1,11/08/2023,1
IM-23-121-ZPXC,IM-23-121-01,40,1,6/15/2023,1
IM-23-122-UZUG,IM-23-122-01,40,1,10/24/2023,1
IM-23-123-LZYH,IM-23-123-01,40,1,1/19/2023,1
IM-23-123-NPDW,IM-23-123-02,40,1,2/22/2023,1
IM-24-011-MUKL,IM-24-011-01,40,1,05/03/2024,3
IM-24-011-XWZN,IM-24-011-02,40,1,05/03/2024,3
IM-24-016-HNHX,IM-24-016-01,40,1,04/09/2024,3
IM-24-019-AGKF,IM-24-019-02,40,1,05/02/2024,3
IM-24-019-RCCM,IM-24-019-01,40,1,04/09/2024,3
IM-24-030-JJSX,IM-24-030-01,40,1,05/02/2024,3
IM-24-030-MBHD,IM-24-030-02,40,1,05/07/2024,3
IM-24-034-PLXD,IM-24-034-01,40,1,04/08/2024,3
IM-24-034-VCJT,IM-24-034-02,40,1,05/07/2024,3
IM-24-036-DTHX,IM-24-036-01,40,1,04/08/2024,3
IM-24-036-OOKQ,IM-24-036-02,40,1,05/02/2024,3
IM-24-040-AGGJ,IM-24-040-01,40,1,5/29/2024,3
IM-24-040-IUQT,IM-24-040-02,40,1,5/29/2024,3
IM-24-041-INAK,IM-24-041-02,40,1,4/30/2024,3
IM-24-041-NGWS,IM-24-041-01,40,1,4/30/2024,3
IM-24-042-OHGI,IM-24-042-02,40,1,4/29/2024,3
IM-24-042-VZRX,IM-24-042-01,40,1,4/29/2024,3
IM-24-044-GQLN,IM-24-044-01,40,1,05/06/2024,3
IM-24-045-BPXF,IM-24-045-01,40,1,05/06/2024,3
IM-24-045-FXIM,IM-24-045-02,40,1,05/06/2024,3
IM-24-046-AJHT,IM-24-046-01,40,1,05/02/2024,3
IM-24-046-RLVI,IM-24-046-02,40,1,5/30/2024,3
IM-24-047-DWLK,IM-24-047-01,40,1,04/08/2024,3
IM-24-054-KXNR,IM-24-054-01,40,1,04/09/2024,3
IM-24-056-FSPN,IM-24-056-01,40,1,04/09/2024,3
IM-24-060-FDUG,IM-24-060-01,40,1,05/07/2024,3
IM-24-064-CHTY,IM-24-064-01,40,1,04/09/2024,3
IM-24-071-AOVA,IM-24-071-01,40,1,05/07/2024,3
IM-24-087-BZRV,IM-24-087-01,40,1,04/09/2024,3
IM-24-087-IMGP,IM-24-087-02,40,1,05/07/2024,3
IM-24-089-AHQX,IM-24-089-01,40,1,3/13/2024,3
IM-24-089-NSFS,IM-24-089-02,40,1,3/13/2024,3
IM-24-090-HOHV,IM-24-090-01,40,1,3/13/2024,3
IM-24-090-QMAK,IM-24-090-02,40,1,04/08/2024,3
IM-24-096-GGXR,IM-24-096-01,40,1,04/08/2024,3
IM-24-096-OBVN,IM-24-096-02,40,1,05/06/2024,3
IM-24-110-CJGA,IM-24-110-01,40,1,04/05/2024,3
IM-24-110-WSWS,IM-24-110-02,40,1,05/02/2024,3
IM-24-112-IHGP,IM-24-112-01,40,1,04/05/2024,3
IM-24-112-WHHI,IM-24-112-02,40,1,04/08/2024,3
IM-24-115-BFHW,IM-24-115-01,40,1,05/02/2024,3
IM-24-115-QMDD,IM-24-115-02,40,1,05/07/2024,3
IM-23-011-CFTQ,IM-23-011-03,41,1,10/25/2023,2
IM-23-011-DILL,IM-23-011-04,41,1,10/25/2023,2
IM-23-011-LBSW,IM-23-011-02,41,1,2/25/2023,1
IM-23-011-VLJX,IM-23-011-01,41,1,02/10/2023,1
IM-23-015-LMBB,IM-23-015-01,41,1,1/24/2023,1
IM-23-015-VVDL,IM-23-015-02,41,1,03/06/2023,1
IM-23-016-FNZN,IM-23-016-03,41,1,10/23/2023,2
IM-23-016-IJVQ,IM-23-016-04,41,1,01/03/2024,2
IM-23-016-XISM,IM-23-016-01,41,41,2/21/2023,1
IM-23-017-BNAA,IM-23-017-02,41,1,03/10/2023,1
IM-23-017-DTVQ,IM-23-017-03,41,1,8/31/2023,2
IM-23-017-TCTO,IM-23-017-01,41,1,2/14/2023,1
IM-23-017-VARZ,IM-23-017-04,41,1,10/23/2023,2
IM-23-019-OMWC,IM-23-019-04,41,1,10/23/2023,2
IM-23-019-QQRP,IM-23-019-03,41,1,09/05/2023,2
IM-23-019-SJCX,IM-23-019-02,41,1,04/05/2023,1
IM-23-019-SQLW,IM-23-019-01,41,1,2/14/2023,1
IM-23-030-BDNT,IM-23-030-03,41,1,9/19/2023,2
IM-23-030-VSOM,IM-23-030-01,41,1,2/25/2023,1
IM-23-030-XCZJ,IM-23-030-04,41,1,10/23/2023,2
IM-23-034-BION,IM-23-034-04,41,1,9/18/2023,2
IM-23-034-RVAF,IM-23-034-01,41,1,2/14/2023,1
IM-23-034-UWXR,IM-23-034-03,41,1,8/31/2023,2
IM-23-035-XTGX,IM-23-035-01,41,1,2/22/2023,1
IM-23-036-CTMD,IM-23-036-03,41,1,8/30/2023,2
IM-23-036-OLIZ,IM-23-036-01,41,1,03/07/2023,1
IM-23-036-WCKF,IM-23-036-04,41,1,10/10/2023,2
IM-23-040-DMYK,IM-23-040-03,41,1,9/18/2023,2
IM-23-040-VWRN,IM-23-040-04,41,1,9/18/2023,2
IM-23-041-LIMO,IM-23-041-03,41,1,10/17/2023,2
IM-23-041-QKOJ,IM-23-041-02,41,1,4/23/2023,1
IM-23-041-VFKI,IM-23-041-04,41,1,10/17/2023,2
IM-23-041-ZUXB,IM-23-041-01,41,1,2/28/2023,1
IM-23-042-AWXY,IM-23-042-04,41,1,11/06/2023,2
IM-23-042-CQNG,IM-23-042-01,41,1,03/03/2023,1
IM-23-042-LTOO,IM-23-042-03,41,1,11/06/2023,2
IM-23-042-TTIB,IM-23-042-02,41,1,3/14/2023,1
IM-23-044-PYQS,IM-23-044-02,41,1,04/05/2023,1
IM-23-044-UHSR,IM-23-044-04,41,1,10/10/2023,2
IM-23-044-VNGH,IM-23-044-01,41,1,2/28/2023,1
IM-23-044-ZQCS,IM-23-044-03,41,1,10/10/2023,2
IM-23-045-BYPG,IM-23-045-01,41,1,03/02/2023,1
IM-23-045-NVTF,IM-23-045-02,41,1,03/02/2023,1
IM-23-045-NWJJ,IM-23-045-03,41,1,10/10/2023,2
IM-23-045-RNHT,IM-23-045-04,41,1,10/19/2023,2
IM-23-046-GHJR,IM-23-046-02,41,1,03/02/2023,1
IM-23-046-KYSG,IM-23-046-01,41,1,03/02/2023,1
IM-23-046-PDVR,IM-23-046-04,41,1,11/09/2023,2
IM-23-046-QLMR,IM-23-046-03,41,1,9/29/2023,2
IM-23-047-CLXJ,IM-23-047-03,41,1,8/25/2023,2
IM-23-047-LTJP,IM-23-047-04,41,1,9/19/2023,2
IM-23-054-JJGQ,IM-23-054-01,41,1,08/02/2023,1
IM-23-054-PMZX,IM-23-054-03,41,1,10/02/2023,2
IM-23-054-WZDN,IM-23-054-04,41,1,10/02/2023,2
IM-23-056-RLXM,IM-23-056-01,41,1,09/02/2023,1
IM-23-056-UZUR,IM-23-056-03,41,1,10/23/2023,2
IM-23-060-GMTC,IM-23-060-03,41,1,8/29/2023,2
IM-23-060-IFZN,IM-23-060-04,41,1,09/05/2023,2
IM-23-060-LADT,IM-23-060-01,41,1,04/05/2023,1
IM-23-063-GWNS,IM-23-063-02,41,1,03/06/2023,1
IM-23-063-IQAZ,IM-23-063-03,41,1,11/10/2023,2
IM-23-063-MLDV,IM-23-063-04,41,1,11/10/2023,2
IM-23-063-OPCX,IM-23-063-01,41,1,03/06/2023,1
IM-23-064-PHSD,IM-23-064-04,41,1,10/23/2023,2
IM-23-064-TBBK,IM-23-064-03,41,1,09/11/2023,2
IM-23-064-TSQM,IM-23-064-01,41,1,5/22/2023,1
IM-23-071-UJIB,IM-23-071-03,41,1,11/08/2023,2
IM-23-071-VNVN,IM-23-071-04,41,1,11/09/2023,2
IM-23-089-AZMA,IM-23-089-04,41,1,10/16/2023,2
IM-23-089-IXWM,IM-23-089-03,41,1,8/28/2023,2
IM-23-089-LJBZ,IM-23-089-02,41,1,2/16/2023,1
IM-23-089-LXVJ,IM-23-089-01,41,1,1/21/2023,1
IM-23-090-ADPL,IM-23-090-02,41,1,2/21/2023,1
IM-23-090-IXBN,IM-23-090-03,41,1,8/29/2023,2
IM-23-090-QVUD,IM-23-090-04,41,1,8/29/2023,2
IM-23-090-UWRF,IM-23-090-01,41,1,1/24/2023,1
IM-23-093-MGQG,IM-23-093-01,41,1,1/18/2023,1
IM-23-093-SOJM,IM-23-093-02,41,2,1/30/2023,1
IM-23-096-BNLO,IM-23-096-04,41,1,10/24/2023,2
IM-23-096-GHFX,IM-23-096-02,41,1,1/26/2023,1
IM-23-096-OZRH,IM-23-096-01,41,1,1/19/2023,1
IM-23-096-POWZ,IM-23-096-03,41,1,10/16/2023,2
IM-23-110-AORU,IM-23-110-01,41,1,1/27/2023,1
IM-23-110-GLAY,IM-23-110-03,41,1,8/28/2023,2
IM-23-110-QERV,IM-23-110-04,41,1,8/28/2023,2
IM-23-112-PIYX,IM-23-112-03,41,1,9/18/2023,2
IM-23-112-ZZUQ,IM-23-112-04,41,1,9/18/2023,2
IM-23-115-ANYZ,IM-23-115-03,41,1,09/04/2023,2
IM-23-115-AWOC,IM-23-115-02,41,1,2/22/2023,1
IM-23-115-FGYL,IM-23-115-04,41,1,09/11/2023,2
IM-23-115-PQAR,IM-23-115-01,41,1,03/03/2023,1
IM-23-120-DTMM,IM-23-120-02,41,1,05/07/2024,1
IM-23-120-KKWL,IM-23-120-01,41,1,6/14/2023,1
IM-23-121-LILW,IM-23-121-02,41,1,11/08/2023,1
IM-23-121-YZLD,IM-23-121-01,41,1,6/15/2023,1
IM-23-122-CYMA,IM-23-122-01,41,1,10/24/2023,1
IM-23-123-AUCM,IM-23-123-02,41,1,2/22/2023,1
IM-23-123-RCXY,IM-23-123-01,41,1,1/19/2023,1
IM-24-011-PWTJ,IM-24-011-01,41,1,05/03/2024,3
IM-24-011-WAGL,IM-24-011-02,41,1,05/03/2024,3
IM-24-016-HPCT,IM-24-016-01,41,1,04/09/2024,3
IM-24-019-JQHV,IM-24-019-02,41,1,05/02/2024,3
IM-24-019-UCJF,IM-24-019-01,41,1,04/09/2024,3
IM-24-030-ITML,IM-24-030-01,41,1,05/02/2024,3
IM-24-030-MQDY,IM-24-030-02,41,1,05/07/2024,3
IM-24-034-PVQY,IM-24-034-01,41,1,04/08/2024,3
IM-24-034-VINH,IM-24-034-02,41,1,05/07/2024,3
IM-24-036-ISLH,IM-24-036-01,41,1,04/08/2024,3
IM-24-036-QSBX,IM-24-036-02,41,1,05/02/2024,3
IM-24-040-BGSL,IM-24-040-01,41,1,5/29/2024,3
IM-24-040-JMTW,IM-24-040-02,41,1,5/29/2024,3
IM-24-041-GDWL,IM-24-041-02,41,1,4/30/2024,3
IM-24-041-NAKK,IM-24-041-01,41,1,4/30/2024,3
IM-24-042-NMFN,IM-24-042-01,41,1,4/29/2024,3
IM-24-042-RABI,IM-24-042-02,41,1,4/29/2024,3
IM-24-044-GTUC,IM-24-044-01,41,1,05/06/2024,3
IM-24-045-OFTZ,IM-24-045-01,41,1,05/06/2024,3
IM-24-045-QXPM,IM-24-045-02,41,1,05/06/2024,3
IM-24-046-DTFD,IM-24-046-01,41,1,05/02/2024,3
IM-24-046-RFDO,IM-24-046-02,41,1,5/30/2024,3
IM-24-047-FTXS,IM-24-047-01,41,1,04/08/2024,3
IM-24-054-IFVD,IM-24-054-01,41,1,04/09/2024,3
IM-24-056-FKBU,IM-24-056-01,41,1,04/09/2024,3
IM-24-060-FLQQ,IM-24-060-01,41,1,05/07/2024,3
IM-24-064-ICPK,IM-24-064-01,41,1,04/09/2024,3
IM-24-071-GQSS,IM-24-071-01,41,1,05/07/2024,3
IM-24-087-HVLH,IM-24-087-01,41,1,04/09/2024,3
IM-24-087-IHTK,IM-24-087-02,41,1,05/07/2024,3
IM-24-089-DOFD,IM-24-089-01,41,1,3/13/2024,3
IM-24-089-MHQF,IM-24-089-02,41,1,3/13/2024,3
IM-24-090-HPBB,IM-24-090-01,41,1,3/13/2024,3
IM-24-090-QYXQ,IM-24-090-02,41,1,04/08/2024,3
IM-24-096-GPPT,IM-24-096-01,41,1,04/08/2024,3
IM-24-096-XPBP,IM-24-096-02,41,1,05/06/2024,3
IM-24-110-HCNB,IM-24-110-01,41,1,04/05/2024,3
IM-24-110-UMUB,IM-24-110-02,41,1,05/02/2024,3
IM-24-112-ILUX,IM-24-112-01,41,1,04/05/2024,3
IM-24-112-WUAH,IM-24-112-02,41,1,04/08/2024,3
IM-24-115-GOZI,IM-24-115-01,41,1,05/02/2024,3
IM-24-115-QTQX,IM-24-115-02,41,1,05/07/2024,3
IM-23-011-LSNI,IM-23-011-03,42,1,10/25/2023,2
IM-23-011-TJSZ,IM-23-011-04,42,1,10/25/2023,2
IM-23-011-UYWX,IM-23-011-01,42,1,02/10/2023,1
IM-23-011-WBJP,IM-23-011-02,42,1,2/25/2023,1
IM-23-015-VBTI,IM-23-015-01,42,1,1/24/2023,1
IM-23-015-YCNA,IM-23-015-02,42,1,03/06/2023,1
IM-23-016-MIPC,IM-23-016-01,42,42,2/21/2023,1
IM-23-016-VQWG,IM-23-016-04,42,1,01/03/2024,2
IM-23-016-ZVKO,IM-23-016-03,42,1,10/23/2023,2
IM-23-017-BFII,IM-23-017-01,42,1,2/14/2023,1
IM-23-017-UYIM,IM-23-017-02,42,1,03/10/2023,1
IM-23-017-YHBN,IM-23-017-04,42,1,10/23/2023,2
IM-23-017-ZKGC,IM-23-017-03,42,1,8/31/2023,2
IM-23-019-HSWP,IM-23-019-02,42,1,04/05/2023,1
IM-23-019-RUTM,IM-23-019-01,42,1,2/14/2023,1
IM-23-019-WGPL,IM-23-019-04,42,1,10/23/2023,2
IM-23-019-WRGM,IM-23-019-03,42,1,09/05/2023,2
IM-23-030-CANH,IM-23-030-03,42,1,9/19/2023,2
IM-23-030-FGTN,IM-23-030-01,42,1,2/25/2023,1
IM-23-030-FOMH,IM-23-030-04,42,1,10/23/2023,2
IM-23-034-ADCL,IM-23-034-04,42,1,9/18/2023,2
IM-23-034-DSMD,IM-23-034-01,42,1,2/14/2023,1
IM-23-034-SWFM,IM-23-034-03,42,1,8/31/2023,2
IM-23-035-CNNW,IM-23-035-01,42,1,2/22/2023,1
IM-23-036-BSVH,IM-23-036-04,42,1,10/10/2023,2
IM-23-036-ICJU,IM-23-036-03,42,1,8/30/2023,2
IM-23-036-YXTN,IM-23-036-01,42,1,03/07/2023,1
IM-23-040-CPJG,IM-23-040-04,42,1,9/18/2023,2
IM-23-040-KFQG,IM-23-040-03,42,1,9/18/2023,2
IM-23-041-KIHV,IM-23-041-04,42,1,10/17/2023,2
IM-23-041-LCYJ,IM-23-041-03,42,1,10/17/2023,2
IM-23-041-TSYH,IM-23-041-01,42,1,2/28/2023,1
IM-23-041-WQDV,IM-23-041-02,42,1,4/23/2023,1
IM-23-042-FIBL,IM-23-042-02,42,1,3/14/2023,1
IM-23-042-SRCP,IM-23-042-04,42,1,11/06/2023,2
IM-23-042-VWXG,IM-23-042-03,42,1,11/06/2023,2
IM-23-042-XYZW,IM-23-042-01,42,1,03/03/2023,1
IM-23-044-CFBU,IM-23-044-01,42,1,2/28/2023,1
IM-23-044-KTKF,IM-23-044-03,42,1,10/10/2023,2
IM-23-044-NKUU,IM-23-044-02,42,1,04/05/2023,1
IM-23-044-SVHU,IM-23-044-04,42,1,10/10/2023,2
IM-23-045-LLAO,IM-23-045-04,42,1,10/19/2023,2
IM-23-045-RPXZ,IM-23-045-02,42,1,03/02/2023,1
IM-23-045-VIDB,IM-23-045-03,42,1,10/10/2023,2
IM-23-045-VNGS,IM-23-045-01,42,1,03/02/2023,1
IM-23-046-MRJO,IM-23-046-03,42,1,9/29/2023,2
IM-23-046-NVCR,IM-23-046-04,42,1,11/09/2023,2
IM-23-046-RJGV,IM-23-046-01,42,1,03/02/2023,1
IM-23-046-YNNJ,IM-23-046-02,42,1,03/02/2023,1
IM-23-047-DDMK,IM-23-047-04,42,1,9/19/2023,2
IM-23-047-DWWB,IM-23-047-03,42,1,8/25/2023,2
IM-23-054-CKXC,IM-23-054-03,42,1,10/02/2023,2
IM-23-054-KPXL,IM-23-054-01,42,1,08/02/2023,1
IM-23-054-MZHG,IM-23-054-04,42,1,10/02/2023,2
IM-23-056-OHUN,IM-23-056-01,42,1,09/02/2023,1
IM-23-056-WDQP,IM-23-056-03,42,1,10/23/2023,2
IM-23-060-AVGK,IM-23-060-03,42,1,8/29/2023,2
IM-23-060-POUV,IM-23-060-01,42,1,04/05/2023,1
IM-23-060-VQUF,IM-23-060-04,42,1,09/05/2023,2
IM-23-063-IMDF,IM-23-063-03,42,1,11/10/2023,2
IM-23-063-MJTN,IM-23-063-04,42,1,11/10/2023,2
IM-23-063-YNGQ,IM-23-063-01,42,1,03/06/2023,1
IM-23-063-YRFT,IM-23-063-02,42,1,03/06/2023,1
IM-23-064-BQWW,IM-23-064-03,42,1,09/11/2023,2
IM-23-064-HVHZ,IM-23-064-04,42,1,10/23/2023,2
IM-23-064-WJFT,IM-23-064-01,42,1,5/22/2023,1
IM-23-071-NUJP,IM-23-071-04,42,1,11/09/2023,2
IM-23-071-SYMP,IM-23-071-03,42,1,11/08/2023,2
IM-23-089-CGFT,IM-23-089-04,42,1,10/16/2023,2
IM-23-089-RFRF,IM-23-089-01,42,1,1/21/2023,1
IM-23-089-XWXF,IM-23-089-02,42,1,2/16/2023,1
IM-23-089-YQLU,IM-23-089-03,42,1,8/28/2023,2
IM-23-090-JMHC,IM-23-090-01,42,1,1/24/2023,1
IM-23-090-SHBU,IM-23-090-02,42,1,2/21/2023,1
IM-23-090-SUIY,IM-23-090-04,42,1,8/29/2023,2
IM-23-090-WIFK,IM-23-090-03,42,1,8/29/2023,2
IM-23-093-PZXP,IM-23-093-01,42,1,1/18/2023,1
IM-23-093-URUP,IM-23-093-02,42,2,1/30/2023,1
IM-23-096-HHOD,IM-23-096-04,42,1,10/24/2023,2
IM-23-096-HPIX,IM-23-096-01,42,1,1/19/2023,1
IM-23-096-HQAZ,IM-23-096-03,42,1,10/16/2023,2
IM-23-096-KKFL,IM-23-096-02,42,1,1/26/2023,1
IM-23-110-KBJD,IM-23-110-03,42,1,8/28/2023,2
IM-23-110-MVDH,IM-23-110-04,42,1,8/28/2023,2
IM-23-110-XVHF,IM-23-110-01,42,1,1/27/2023,1
IM-23-112-KYRS,IM-23-112-03,42,1,9/18/2023,2
IM-23-112-RUFK,IM-23-112-04,42,1,9/18/2023,2
IM-23-115-CRHP,IM-23-115-04,42,1,09/11/2023,2
IM-23-115-QTRU,IM-23-115-02,42,1,2/22/2023,1
IM-23-115-TGLO,IM-23-115-03,42,1,09/04/2023,2
IM-23-115-UMQR,IM-23-115-01,42,1,03/03/2023,1
IM-23-120-BHTX,IM-23-120-01,42,1,6/14/2023,1
IM-23-120-MCBK,IM-23-120-02,42,1,05/07/2024,1
IM-23-121-ITJZ,IM-23-121-01,42,1,6/15/2023,1
IM-23-121-JSVN,IM-23-121-02,42,1,11/08/2023,1
IM-23-122-RSCQ,IM-23-122-01,42,1,10/24/2023,1
IM-23-123-HDBD,IM-23-123-02,42,1,2/22/2023,1
IM-23-123-JQPA,IM-23-123-01,42,1,1/19/2023,1
IM-24-011-PYYF,IM-24-011-01,42,1,05/03/2024,3
IM-24-011-WAUY,IM-24-011-02,42,1,05/03/2024,3
IM-24-016-HRIM,IM-24-016-01,42,1,04/09/2024,3
IM-24-019-ITSW,IM-24-019-02,42,1,05/02/2024,3
IM-24-019-TDKF,IM-24-019-01,42,1,04/09/2024,3
IM-24-030-KOUP,IM-24-030-01,42,1,05/02/2024,3
IM-24-030-NCRX,IM-24-030-02,42,1,05/07/2024,3
IM-24-034-PVTF,IM-24-034-01,42,1,04/08/2024,3
IM-24-034-VKQM,IM-24-034-02,42,1,05/07/2024,3
IM-24-036-IRGI,IM-24-036-01,42,1,04/08/2024,3
IM-24-036-QFFL,IM-24-036-02,42,1,05/02/2024,3
IM-24-040-BFAP,IM-24-040-01,42,1,5/29/2024,3
IM-24-040-IZVR,IM-24-040-02,42,1,5/29/2024,3
IM-24-041-GJOX,IM-24-041-02,42,1,4/30/2024,3
IM-24-041-NAGJ,IM-24-041-01,42,1,4/30/2024,3
IM-24-042-KFST,IM-24-042-01,42,1,4/29/2024,3
IM-24-042-SPOR,IM-24-042-02,42,1,4/29/2024,3
IM-24-044-GULR,IM-24-044-01,42,1,05/06/2024,3
IM-24-045-OUHN,IM-24-045-01,42,1,05/06/2024,3
IM-24-045-RRNW,IM-24-045-02,42,1,05/06/2024,3
IM-24-046-DCJD,IM-24-046-01,42,1,05/02/2024,3
IM-24-046-RSPJ,IM-24-046-02,42,1,5/30/2024,3
IM-24-047-FTGY,IM-24-047-01,42,1,04/08/2024,3
IM-24-054-IAVC,IM-24-054-01,42,1,04/09/2024,3
IM-24-056-FDWP,IM-24-056-01,42,1,04/09/2024,3
IM-24-060-FDKV,IM-24-060-01,42,1,05/07/2024,3
IM-24-064-HJGI,IM-24-064-01,42,1,04/09/2024,3
IM-24-071-GUFN,IM-24-071-01,42,1,05/07/2024,3
IM-24-087-HMJJ,IM-24-087-01,42,1,04/09/2024,3
IM-24-087-HOXH,IM-24-087-02,42,1,05/07/2024,3
IM-24-089-CFHM,IM-24-089-01,42,1,3/13/2024,3
IM-24-089-MRUM,IM-24-089-02,42,1,3/13/2024,3
IM-24-090-HSNJ,IM-24-090-01,42,1,3/13/2024,3
IM-24-090-RDDU,IM-24-090-02,42,1,04/08/2024,3
IM-24-096-DNFU,IM-24-096-01,42,1,04/08/2024,3
IM-24-096-OXFA,IM-24-096-02,42,1,05/06/2024,3
IM-24-110-GXQZ,IM-24-110-01,42,1,04/05/2024,3
IM-24-110-VHQI,IM-24-110-02,42,1,05/02/2024,3
IM-24-112-IINI,IM-24-112-01,42,1,04/05/2024,3
IM-24-112-XOIX,IM-24-112-02,42,1,04/08/2024,3
IM-24-115-GLOQ,IM-24-115-01,42,1,05/02/2024,3
IM-24-115-QUSY,IM-24-115-02,42,1,05/07/2024,3
IM-23-011-QUFO,IM-23-011-04,43,1,10/25/2023,2
IM-23-011-UNNA,IM-23-011-01,43,1,02/10/2023,1
IM-23-011-VNTR,IM-23-011-02,43,1,2/25/2023,1
IM-23-011-ZJJG,IM-23-011-03,43,1,10/25/2023,2
IM-23-015-ICOK,IM-23-015-01,43,1,1/24/2023,1
IM-23-015-SKXJ,IM-23-015-02,43,1,03/06/2023,1
IM-23-016-JYYH,IM-23-016-01,43,43,2/21/2023,1
IM-23-016-LGVF,IM-23-016-03,43,1,10/23/2023,2
IM-23-016-OPZC,IM-23-016-04,43,1,01/03/2024,2
IM-23-017-CPYO,IM-23-017-03,43,1,8/31/2023,2
IM-23-017-JKDW,IM-23-017-04,43,1,10/23/2023,2
IM-23-017-UZWX,IM-23-017-02,43,1,03/10/2023,1
IM-23-017-VVJP,IM-23-017-01,43,1,2/14/2023,1
IM-23-019-BUTN,IM-23-019-03,43,1,09/05/2023,2
IM-23-019-GCCI,IM-23-019-02,43,1,04/05/2023,1
IM-23-019-GMFJ,IM-23-019-04,43,1,10/23/2023,2
IM-23-019-XTUO,IM-23-019-01,43,1,2/14/2023,1
IM-23-030-AVSG,IM-23-030-04,43,1,10/23/2023,2
IM-23-030-CMGO,IM-23-030-03,43,1,9/19/2023,2
IM-23-030-DAMG,IM-23-030-01,43,1,2/25/2023,1
IM-23-034-ICJP,IM-23-034-04,43,1,9/18/2023,2
IM-23-034-JHAX,IM-23-034-03,43,1,8/31/2023,2
IM-23-034-KVAK,IM-23-034-01,43,1,2/14/2023,1
IM-23-035-CINJ,IM-23-035-01,43,1,2/22/2023,1
IM-23-036-LKSS,IM-23-036-03,43,1,8/30/2023,2
IM-23-036-QTKG,IM-23-036-01,43,1,03/07/2023,1
IM-23-036-USJZ,IM-23-036-04,43,1,10/10/2023,2
IM-23-040-OIXV,IM-23-040-04,43,1,9/18/2023,2
IM-23-040-ZMCG,IM-23-040-03,43,1,9/18/2023,2
IM-23-041-BULS,IM-23-041-04,43,1,10/17/2023,2
IM-23-041-CMZI,IM-23-041-02,43,1,4/23/2023,1
IM-23-041-CXOG,IM-23-041-01,43,1,2/28/2023,1
IM-23-041-WOFY,IM-23-041-03,43,1,10/17/2023,2
IM-23-042-KBJA,IM-23-042-04,43,1,11/06/2023,2
IM-23-042-PNOY,IM-23-042-01,43,1,03/03/2023,1
IM-23-042-YIAW,IM-23-042-03,43,1,11/06/2023,2
IM-23-042-ZSZI,IM-23-042-02,43,1,3/14/2023,1
IM-23-044-GWXS,IM-23-044-01,43,1,2/28/2023,1
IM-23-044-HSWJ,IM-23-044-02,43,1,04/05/2023,1
IM-23-044-LUKA,IM-23-044-04,43,1,10/10/2023,2
IM-23-044-ZJOP,IM-23-044-03,43,1,10/10/2023,2
IM-23-045-CHZP,IM-23-045-01,43,1,03/02/2023,1
IM-23-045-HDVJ,IM-23-045-03,43,1,10/10/2023,2
IM-23-045-WLIZ,IM-23-045-04,43,1,10/19/2023,2
IM-23-045-YNAG,IM-23-045-02,43,1,03/02/2023,1
IM-23-046-ABRD,IM-23-046-04,43,1,11/09/2023,2
IM-23-046-IDHX,IM-23-046-01,43,1,03/02/2023,1
IM-23-046-NVMQ,IM-23-046-03,43,1,9/29/2023,2
IM-23-046-SKTO,IM-23-046-02,43,1,03/02/2023,1
IM-23-047-HWBW,IM-23-047-04,43,1,9/19/2023,2
IM-23-047-WTTV,IM-23-047-03,43,1,8/25/2023,2
IM-23-054-COYZ,IM-23-054-01,43,1,08/02/2023,1
IM-23-054-LSNT,IM-23-054-04,43,1,10/02/2023,2
IM-23-054-TRLB,IM-23-054-03,43,1,10/02/2023,2
IM-23-056-HAID,IM-23-056-03,43,1,10/23/2023,2
IM-23-056-LSZY,IM-23-056-01,43,1,09/02/2023,1
IM-23-060-FRRS,IM-23-060-03,43,1,8/29/2023,2
IM-23-060-GJHI,IM-23-060-04,43,1,09/05/2023,2
IM-23-060-VOPY,IM-23-060-01,43,1,04/05/2023,1
IM-23-063-ILNM,IM-23-063-03,43,1,11/10/2023,2
IM-23-063-LZDR,IM-23-063-04,43,1,11/10/2023,2
IM-23-063-OXDB,IM-23-063-01,43,1,03/06/2023,1
IM-23-063-TGUA,IM-23-063-02,43,1,03/06/2023,1
IM-23-064-JGGZ,IM-23-064-04,43,1,10/23/2023,2
IM-23-064-MNCO,IM-23-064-03,43,1,09/11/2023,2
IM-23-064-QOFD,IM-23-064-01,43,1,5/22/2023,1
IM-23-071-PAOU,IM-23-071-04,43,1,11/09/2023,2
IM-23-071-TSRB,IM-23-071-03,43,1,11/08/2023,2
IM-23-089-HMNO,IM-23-089-03,43,1,8/28/2023,2
IM-23-089-IION,IM-23-089-02,43,1,2/16/2023,1
